dignity	n.	/ˈdɪɡnəti/	庄重；尊严；体面	He acted with dignity.	2	0	2801
pastime	n.	/ˈpæstaɪm/	消遣，娱乐	Reading is my favorite pastime.	2	0	2802
partial	adj.	/ˈpɑːrʃəl/	部分的；不公平的；偏爱的，偏袒的	I am partial to chocolate cake.	3	3150	2803
abrupt	adj.	/əˈbrʌpt/	突然的，意外的；唐突的，鲁莽的	The meeting came to an abrupt end.	2	0	2804
retailer	n.	/ˈriːteɪlər/	零售商	The retailer sells clothes online.	3	3055	2805
chestnut	n.	/ˈtʃesnʌt/	栗子；栗树；栗色	I like to eat chestnuts.	2	0	2806
suppress	v./vt.	/səˈpres/	镇压，压制；镇压；抑制	The government tried to suppress the protests.	2	0	2807
allege	vt.	/əˈledʒ/	断言，宣称，硬说	They allege that he stole the money.	2	0	2808
origin	n.	/ˈɔːrɪdʒɪn/	起源，起因；出身，血统	What is the origin of this word?	3	2754	2809
jelly	n.	/ˈdʒeli/	冻，果冻；胶状物	I like to eat jelly with my peanut butter.	2	0	2810
consensus	n.	/kənˈsensəs/	共识，一致；一致，一致同意	We need to reach a consensus on this issue.	3	3202	2811
overcome	vt.	/ˌəʊvərˈkʌm/	战胜，克服；压倒，使受不了	She overcame her fear of heights.	3	1577	2812
apologize	v.	/əˈpɑːlədʒaɪz/	道歉	I want to apologize for my mistake.	3	3707	2813
hostile	adj.	/ˈhɒstaɪl/	有敌意的；敌对的；不友好的	The crowd became hostile.	3	3387	2814
superior	n./adj.	/sʊˈpɪəriər/	上级的，较高的；优越的；有优越感的，高傲的	This product is superior to the others.	3	1722	2815
circus	n.	/ˈsɜːrkəs/	马戏；马戏团；马戏，马戏团	I went to the circus.	2	0	2816
specialty	n.	/ˌspeʃiˈæləti/	特产，名产，特色菜；专业，专长	Pizza is their specialty.	2	0	2817
cavity	n.	/ˈkævəti/	洞，穴，空腔；洞，穴，凹处；龋洞	I have a cavity in my tooth.	2	0	2818
relegate	vt.	/ˈrelɪɡeɪt/	使降位，使降级；把…委托给	They decided to relegate him to a lower position.	2	0	2819
flannel	n.	/ˈflænəl/	法兰绒	I like flannel shirts.	2	0	2820
rival	n./vt./adj.	/ˈraɪvəl/	对手；竞争的，对抗的；竞争对手，敌手	He is my rival in the competition.	3	680	2821
hatred	n.	/ˈheɪtrɪd/	憎恶，憎恨，仇恨	Hatred can destroy people.	3	1738	2822
correlate	n./vt./vi.	/ˈkɒrəleɪt/	互相关联的事物；相关，关联；使相互关联	Stress and health problems often correlate.	2	0	2823
