glide	n.	/ɡlaɪd/	滑行，滑动；滑翔	The bird can glide through the air.	3	643	601
defiance	n.	/dɪˈfaɪəns/	违抗；藐视	His actions showed defiance.	2	0	602
object	n./vi.	/ˈɒbdʒekt/	反对，不赞成；实物，物体；目的，目标	I object to that statement.	3	3432	603
compel	v./vt.	/kəmˈpel/	强迫；强迫，迫使屈服	The law can compel you to pay taxes.	3	1833	604
border	n./vt./vi.	/ˈbɔːrdər/	近似，与…接壤；边，边缘，边界；给…加上边，围	The country shares a border with France.	3	2955	605
literacy	n.	/ˈlɪtərəsi/	教育；文化；识字，有文化，读写能力	Literacy is important for success.	2	0	606
steal	v.	/stiːl/	偷偷地做，窃取	It is wrong to steal.	3	325	607
foremost	adj.	/ˈfɔːrmoʊst/	最好的，最著名的，最重要的	Education is the foremost concern.	3	3152	608
recover	v.	/rɪˈkʌvər/	重新获得，挽回；恢复	I hope you recover soon.	3	2283	609
antenna	n.	/ænˈtenə/	触角；天线	The antenna receives radio signals.	2	0	610
sullen	adj.	/ˈsʌlən/	绷着脸不高兴的	He looked sullen and unhappy.	2	0	611
pretext	n.	/ˈpriːtekst/	借口，托辞	He used a pretext to avoid the meeting.	2	0	612
shrink	v./vi.	/ʃrɪŋk/	缩减，缩小；起皱；收缩	The shirt will shrink in the wash.	3	2194	613
flight	n.	/flaɪt/	溃退，逃跑	The bird took flight.	3	1893	614
lining	n.	/ˈlaɪnɪŋ/	（衣服里的）衬里	The coat has a warm lining.	2	0	615
repeal	v.	/rɪˈpiːl/	撤销	The government decided to repeal the law.	2	0	616
medieval	adj.	/ˌmiːdiˈiːvəl/	中世纪的；中古的	The castle looks medieval.	2	0	617
scorn	n./vt.	/skɔːrn/	轻蔑，鄙视；拒绝，不屑	She looked at him with scorn.	2	0	618
fence	n.	/fɛns/	击剑（术），击剑	We built a fence around the garden.	3	141	619
sacrifice	n./v.	/ˈsækrɪfaɪs/	牺牲，舍身；献祭，供奉；祭品	He made a big sacrifice.	3	3158	620
benefit	n./vt./vi.	/ˈbenɪfɪt/	得益；利益，恩惠；救济金，保险金，津贴	Exercise is a benefit to health.	3	2567	621
morality	n.	/məˈræləti/	道德，美德，品行；道德，道德性；德行，品行	Morality is important in society.	2	0	622
amplify	vt.	/ˈæmplɪfaɪ/	放大，增强；扩大；详述，进一步阐述	We need to amplify the sound.	3	2839	623
recall	v./vt.	/rɪˈkɔːl/	回忆起，想起；回忆；召回，叫回	I can't recall his name.	3	3587	624
redefine	v.	/ˌriːdɪˈfaɪn/	重新定义	We need to redefine our goals.	2	0	625
gallery	n.	/ˈɡæləri/	美术馆	We visited an art gallery.	3	3533	626
intimate	n./vt./adj.	/ˈɪntɪmət/	亲密的；亲密的，个人的；至交，密友	They are intimate friends.	3	1648	627
counsel	n./v./vt.	/ˈkaʊnsəl/	建议，忠告；商议；忠告	I need to seek legal counsel.	3	1646	628
virgin	n./adj.	/ˈvɜːrdʒɪn/	处女；处女的；未经开发的，未经使用的，未经触动的	This is virgin olive oil.	2	0	629
appraisal	n.	/əˈpreɪzəl/	估计，估量；评价	He received a positive performance appraisal.	2	0	630
siege	n.	/siːdʒ/	包围，围攻，围困；包围，围困	The city was under siege.	2	0	631
thrifty	adj.	/ˈθrɪfti/	节俭的	She is a thrifty shopper.	2	0	632
slightly	adv.	/ˈslaɪtli/	轻微地	It is slightly better.	3	2377	633
uranium	n.	/jʊˈreɪniəm/	铀	Uranium is a radioactive element.	2	0	634
prejudice	n./vt.	/ˈpredʒədɪs/	偏见；偏见，成见；损害	Don't let prejudice cloud your judgment.	3	1674	635
proximity	n.	/prɒkˈsɪməti/	接近，邻近	The school is in close proximity to my house.	2	0	636
robbery	n.	/ˈrɒbəri/	抢劫	The bank robbery was reported on the news.	2	0	637
stump	n./vt./vi.	/stʌmp/	脚步沉重地走；树桩；残根，残余部分	He tripped over a tree stump.	2	0	638
humanity	n.	/hjuːˈmænəti/	人类；人性，人情；人类，人	We must show humanity to refugees.	3	1939	639
multitude	n.	/ˈmʌltɪtjuːd/	大批，大群；大量；大量，许多	A multitude of stars shone brightly.	2	0	640
inanimate	adj.	/ɪˈnænmət/	无生命的	A rock is an inanimate object.	2	0	641
leisure	n.	/ˈleʒər/	空闲时间；悠闲	I enjoy reading in my leisure time.	3	1788	642
rinse	v.	/rɪns/	冲洗；嗽（口）	Rinse the dishes after washing.	2	0	643
output	n./vt.	/ˈaʊtpʊt/	产量；输出，输出功率；输出	The factory increased its output.	3	3692	644
apology	n.	/əˈpɑːlədʒi/	道歉，认错，谢罪	I owe you an apology.	3	3417	645
component	n./adj.	/kəmˈpəʊnənt/	组成的，构成的；组成部分，部件，组件	This is an important component.	3	2322	646
crank	n./v.	/kræŋk/	曲柄；用曲柄转动	He is a bit of a crank.	2	0	647
pragmatic	adj.	/præɡˈmætɪk/	务实的，讲求实际的	We need a pragmatic solution.	2	0	648
incline	n./vt.	/ɪnˈklaɪn/	坡度；斜坡[In'klaIn]；使倾斜	The road begins to incline upwards.	3	2766	649
landscape	n.	/ˈlændskeɪp/	风景，景色，景致	The landscape is very beautiful.	3	1734	650
religion	n.	/rɪˈlɪdʒən/	宗教；宗教，宗教信仰	Religion is important to many people.	3	2657	651
reign	n./vi.	/reɪn/	（某君主的）统治时期；当政，统治；占主导地位	The queen's reign was long and peaceful.	2	0	652
harbour	v.	/ˈhɑːrbər/	怀着（不好的想法、恐惧或希望）；包含，藏有；窝藏	The ship is in the harbour.	3	2647	653
outcome	n.	/ˈaʊtkʌm/	结果；后果，成果	We are waiting for the outcome of the election.	3	3006	654
Buddhism	n.	/ˈbʊdɪzəm/	佛教，释教	Buddhism is a major religion in Asia.	2	0	655
overlook	v./vt.	/ˌoʊvərˈlʊk/	眺望；看漏；宽容	The house overlooks the sea.	3	3390	656
security	n.	/sɪˈkjʊrəti/	安全，保障；抵押品；证券	Airport security is very strict.	3	3167	657
extreme	n./adj.	/ɪkˈstriːm/	极端的；极端不同的性质；极度的	That is an extreme sport.	3	3699	658
dissolve	v.	/dɪˈzɒlv/	解除（婚约等）	Sugar will dissolve in water.	3	2544	659
impress	v.	/ɪmˈpres/	盖印，在…打记号	I want to impress my boss.	3	3407	660
allowance	n.	/əˈlaʊəns/	津贴，补助费；津贴，补贴；零用钱	My parents give me a weekly allowance.	3	3140	661
ashore	adv.	/əˈʃɔːr/	在岸上，上岸	We went ashore for a walk.	2	0	662
strain	n./v.	/streɪn/	压力；扭伤，拉伤；尽力使用，紧张	Don't strain your back.	3	3698	663
stone	n.	/stoʊn/	果核，（水果的）硬核	The house is made of stone.	2	0	664
breach	n./vt.	/briːtʃ/	破坏，违反；破裂，不和；缺口，裂口	He was sued for breach of contract.	2	0	665
publicize	v.	/ˈpʌblɪsaɪz/	宣传	We need to publicize the new product.	3	2720	666
limestone	n.	/ˈlaɪmstəʊn/	石灰石	Limestone is used in construction.	2	0	667
integrate	v.	/ˈɪntɪɡreɪt/	使结合，使并入	We need to integrate the new system.	3	2947	668
romantic	adj.	/roʊˈmæntɪk/	爱情的；好幻想的	They had a romantic dinner.	3	2687	669
aware	adj.	/əˈwer/	知道的，意识到的	Are you aware of the risks?	3	378	670
