factor	n.	/ˈfæktər/	因素，因子；系数	Time is a key factor in this project.	3	2192	2401
outcry	n.	/ˈaʊtkraɪ/	大声疾呼，呐喊；强烈抗议	There was a public outcry.	2	0	2402
frustrate	v.	/ˈfrʌstreɪt/	使挫败，使沮丧；挫败	Don't let it frustrate you.	3	2649	2403
wedge	n./v./vt.	/wɛdʒ/	楔；楔入；挤入	Use a wedge to hold it open.	2	0	2404
costume	n.	/ˈkɒstjuːm/	服装；服装，服饰；戏装，成套服装	She wore a Halloween costume.	2	0	2405
resume	n./vt.	/rɪˈzjuːm/	简历；（谋职者的）个人简历；重新开始，继续，恢复	She will resume her work tomorrow.	3	2844	2406
longitude	n.	/ˈlɑːndʒɪtuːd/	经线，经度	We need to know the longitude and latitude.	2	0	2407
pregnancy	n.	/ˈpreɡnənsi/	怀孕	She announced her pregnancy.	2	0	2408
magician	n.	/məˈdʒɪʃən/	魔法师；变戏法的人	The magician performed amazing tricks.	2	0	2409
overall	adj.	/ˌoʊvərˈɔːl/	总的	The overall cost was high.	3	2523	2410
inversely	adv.	/ɪnˈvɜːrsli/	相反地	Demand is inversely related to price.	2	0	2411
bushel	n.	/ˈbʊʃəl/	蒲式耳（容量单位）	He bought a bushel of apples.	2	0	2412
perfume	n./vt.	/ˈpɜːrfjuːm/	香水，香料，香气；使充满芳香；洒香水于	She wore expensive perfume.	2	0	2413
court	n.	/kɔːrt/	法院，法庭；庭院；宫廷	The court made a decision.	3	1282	2414
embrace	v.	/ɪmˈbreɪs/	采纳，接受；包括，包含	Embrace new ideas.	3	2070	2415
paradox	n.	/ˈpærədɑːks/	悖论；似乎矛盾而正确的说法；自相矛盾的人	The statement is a paradox.	3	2608	2416
agent	n.	/ˈeɪdʒənt/	代理人，代理商；政府代表；动因，原因	He is a secret agent.	3	546	2417
cylinder	n.	/ˈsɪlɪndər/	圆筒；柱（面）；汽缸	The engine has six cylinders.	2	0	2418
clarify	v.	/ˈklærɪfaɪ/	澄清，明确	Can you clarify your statement?	3	2151	2419
imbalance	n.	/ɪmˈbæləns/	不平衡	There is an imbalance of power.	2	0	2420
freight	n.	/freɪt/	货运；运费	The freight was shipped by sea.	3	3321	2421
climate	n.	/ˈklaɪmət/	气候；风土，地带；风气，气氛	The climate here is very mild.	3	3690	2422
gorilla	n.	/ɡəˈrɪlə/	大猩猩	The gorilla is a strong animal.	2	0	2423
patent	n./vt./adj.	/ˈpætnt/	专利的；专利；专利的，受专利保护的	He has a patent for his invention.	2	0	2424
reclaim	v./vt.	/rɪˈkleɪm/	开垦，开拓；回收；要回	He tried to reclaim his lost wallet.	2	0	2425
overhang	v.	/ˌəʊvərˈhæŋ/	悬于…之上，悬垂	The roof has a large overhang.	2	0	2426
toxic	adj.	/ˈtɒksɪk/	有毒的；有毒的，因中毒引起的	This chemical is toxic.	2	0	2427
subject	v.	/ˈsʌbdʒɪkt/	使隶属	Math is my favorite subject.	3	2589	2428
siren	n.	/ˈsaɪrən/	汽笛，警报器	I heard the siren of an ambulance.	2	0	2429
spouse	n.	/spaʊs/	配偶	My spouse is a doctor.	2	0	2430
density	n.	/ˈdɛnsɪti/	密度	The city has a high population density.	3	1699	2431
