stairway	n.	/ˈsteərweɪ/	楼梯	The stairway leads upstairs.	2	0	1801
calculate	v.	/ˈkælkjuleɪt/	计算，推算；计划，打算	Can you calculate the total cost?	3	2182	1802
chant	n./vt.	/tʃænt/	反复有节奏地喊叫；吟诵，咏唱；反复有节奏的喊叫	The monks began to chant.	2	0	1803
expand	v.	/ɪkˈspænd/	扩大，膨胀	The company wants to expand.	3	2197	1804
opaque	adj.	/oʊˈpeɪk/	不透明的；不透明的，不透光的；难理解的，晦涩的	The glass is opaque, so you can't see through it.	2	0	1805
composer	n.	/kəmˈpoʊzər/	作曲家	Beethoven was a famous composer.	2	0	1806
grassy	adj.	/ˈɡræsi/	草多的	We sat on the grassy hill.	2	0	1807
waver	v.	/ˈweɪvər/	犹豫不决；摇摆	His voice began to waver.	2	0	1808
primary	adj.	/ˈpraɪmeri/	首要的，主要的；基本的；最初的，初级的	My primary goal is to learn English.	3	2550	1809
cardinal	n./adj.	/ˈkɑːrdɪnl/	最重要的；基本的；红衣主教	Honesty is a cardinal virtue.	2	0	1810
tariff	n.	/ˈtærɪf/	关税，税率；价目表，收费表	The government imposed a tariff on imported goods.	2	0	1811
receipt	n.	/rɪˈsiːt/	发票；发票，收据；收入，进款	Please keep your receipt.	3	3552	1812
reliance	n.	/rɪˈlaɪəns/	依靠，依赖	The company has a heavy reliance on one customer.	2	0	1813
overwhelm	v./vt.	/ˌoʊvərˈwɛlm/	压倒，战胜；使（某人）感到不能自持，使不知所措…	The amount of work can overwhelm you.	3	3551	1814
propagate	v.	/ˈprɒpəɡeɪt/	传播，普及；繁殖；繁殖，增殖	Plants propagate by seeds.	2	0	1815
bacteria	n.	/bækˈtɪəriə/	细菌	Bacteria can cause infections.	3	2149	1816
compound	n./vt./adj.	/ˈkɑːmpaʊnd/	复合的，化合的；化合物，复合物；复合词	Salt is a compound of sodium and chlorine.	3	3161	1817
reflect	v.	/rɪˈflekt/	思考，反映，反射；反映，显示；反射，映现	The mirror reflects light.	3	2517	1818
devise	vt.	/dɪˈvaɪz/	设计，发明	We need to devise a plan.	3	2312	1819
inland	adj./adv.	/ˈɪnlænd/	国内的；内地的；在内地，向内地	The town is located inland.	2	0	1820
cartoon	n.	/kɑːrˈtuːn/	动画片；漫画	I like watching cartoons.	3	1539	1821
judicial	adj.	/dʒuˈdɪʃəl/	司法的	The judicial system is important.	2	0	1822
upright	adj./adv.	/ˈʌpraɪt/	挺直着，竖立着；垂直的；正直的，诚实的	Stand upright with your shoulders back.	3	2751	1823
label	n./vt.	/ˈleɪbəl/	标签，标记，符号；贴标签于；把…称为	Read the label before using the product.	3	425	1824
claim	n./v./vt.	/kleɪm/	索取，声称；权利，所有权；声称，主张	She made a claim about the company's profits.	3	675	1825
combat	n./v./vt.	/ˈkɑːmbæt/	跟…战斗，格斗；战争，斗争，格斗；与…斗争，与…	The soldiers are trained for combat.	3	1949	1826
axial	adj.	/ˈæksiəl/	轴的；轴向的	The axial skeleton includes the skull and spine.	2	0	1827
doctrine	n.	/ˈdɒktrɪn/	教义，主义；学说；教义，教条	The church follows a strict doctrine.	2	0	1828
foster	v./vt./adj.	/ˈfɔːstər/	促进；培养；抚育，代养	They foster children.	2	0	1829
divine	adj.	/dɪˈvaɪn/	神的；敬神的；神的，神授的，天赐的	Some believe in divine intervention.	3	3258	1830
remainder	n.	/rɪˈmeɪndər/	剩余（物）；余数；余下的部分，剩下的人数	You can keep the remainder.	2	0	1831
program	v.	/ˈproʊ.ɡræm/	计划，安排；编制程序	I wrote a computer program.	3	1831	1832
assertive	adj.	/əˈsɜːrtɪv/	断定的；过分自信的	You need to be more assertive.	2	0	1833
collide	v./vi.	/kəˈlaɪd/	撞击，碰撞；碰撞；冲突，抵触	The two cars collided at the intersection.	2	0	1834
trigger	n./v./vt.	/ˈtrɪɡər/	引发，引起；扳机；触发，引起	Pull the trigger carefully.	3	1878	1835
summit	n.	/ˈsʌmɪt/	顶点，最高点；极度；最高点，峰顶	They reached the summit of the mountain.	3	2327	1836
lofty	adj.	/ˈlɔːfti/	崇高的；高耸的；高尚的	They have lofty goals.	2	0	1837
parallel	n./vt./adj.	/ˈpærəlel/	并列的，平行的；类似的；对应的	The two lines are parallel.	3	3473	1838
awkward	adj.	/ˈɔːkwərd/	尴尬的，棘手的，笨拙的；令人尴尬的；笨拙的，尴…	He felt awkward at the party.	3	1760	1839
fertile	adj.	/ˈfɜːrtl/	（创造力）丰富的	The land is very fertile.	3	1845	1840
solar	adj.	/ˈsoʊlər/	利用太阳光的	We use solar energy.	3	743	1841
provided	conj.	/prəˈvaɪdɪd/	假如，若是	He will come, provided he has time.	3	2498	1842
premise	n.	/ˈpremɪs/	房屋和地基，经营场址；前提，假设	The premise of the argument is flawed.	2	0	1843
revenue	n.	/ˈrevənjuː/	收入；收入数目；收入，收益	The company's revenue increased this year.	3	2328	1844
fiscal	adj.	/ˈfɪskl/	财政的	This is a fiscal year.	2	0	1845
certainty	n.	/ˈsɜːrtənti/	确实性，确信，确实；必然的事，确定的事实；确信…	There is no certainty about the future.	3	1562	1846
patriot	n.	/ˈpeɪtriət/	爱国者，爱国主义者	He is a true patriot.	2	0	1847
authentic	adj.	/ɔːˈθentɪk/	真的，真正的；可靠的，可信的	This is an authentic Italian pizza.	2	0	1848
purchase	n./vt.	/ˈpɜːrtʃəs/	购买；买，购买；购买的物品	I want to purchase a new car.	3	1907	1849
cigar	n.	/sɪˈɡɑːr/	雪茄烟，叶卷烟	He smoked a cigar after dinner.	3	1347	1850
ferry	n./v./vt.	/ˈferi/	渡船；运送；渡运	We took a ferry to the island.	2	0	1851
clause	n.	/klɔːz/	条款	The contract contains a specific clause about paymen	3	2636	1852
ritual	n./adj.	/ˈrɪtʃuəl/	仪式；作为仪式一部分的；例行的	They perform a daily ritual.	2	0	1853
worship	v.	/ˈwɜːrʃɪp/	崇拜，喜爱；崇拜；做礼拜	They worship God every Sunday.	3	3586	1854
complaint	n.	/kəmˈpleɪnt/	抱怨，投诉；疾病，病痛；抱怨，怨言	I have a complaint about the service.	3	2643	1855
modest	adj.	/ˈmɑːdɪst/	谦虚的；适中的；羞怯的	She is a modest person.	3	2733	1856
counter	n./adj./adv.	/ˈkaʊntər/	相反地；相反的；柜台	Place the groceries on the counter.	3	3556	1857
cancer	n.	/ˈkænsər/	癌，癌症，肿瘤	Cancer is a serious disease.	3	3380	1858
discard	vt.	/dɪˈskɑːrd/	丢弃，抛弃，遗弃	Please discard your trash properly.	3	3584	1859
dessert	n.	/dɪˈzɜːrt/	甜点心	We had ice cream for dessert.	3	3436	1860
adversely	adv.	/ədˈvɜːrsli/	不利地	The economy was adversely affected.	2	0	1861
scripture	n.	/ˈskrɪptʃər/	《圣经》；圣书	He studies scripture every day.	2	0	1862
energize	v.	/ˈenərdʒaɪz/	供给…能量	A good breakfast can energize you for the day.	2	0	1863
input	n./v./vt.	/ˈɪnpʊt/	输入；投入的资金，输入的数据；把…输入计算机	We need your input on this project.	3	471	1864
forecast	n.	/ˈfɔːrkæst/	预报，预测	The weather forecast is sunny.	3	3485	1865
crime	n.	/kraɪm/	罪，罪行，犯罪	He committed a serious crime.	3	799	1866
blunt	vt./adj.	/blʌnt/	钝的；率直的，直言不讳的；使迟钝	The knife is blunt.	2	0	1867
snobbish	adj.	/ˈsnɒbɪʃ/	势利的，谄上欺下的	His snobbish attitude is annoying.	2	0	1868
tradeoff	n.	/ˈtreɪdˌɔːf/	权衡，交易	There's a tradeoff between speed and accuracy.	2	0	1869
property	n.	/ˈprɑːpərti/	财产；财产，所有物；房产	This is my property.	3	2790	1870
idiom	n.	/ˈɪdiəm/	习语，成语；风格，特色	That's just an idiom.	3	1331	1871
wishful	adj.	/ˈwɪʃfl/	一厢情愿的	That's just wishful thinking.	2	0	1872
anybody	n.	/ˈenibɑːdi/	重要人物	Did anybody call me?	3	2887	1873
credit	n./v./vt.	/ˈkredɪt/	相信，信任；信贷，赊欠；赞扬，荣誉	I bought the TV on credit.	3	1730	1874
