horse	n.	/hɔːrs/	马；马科动物	I saw a horse in the field.	1	1	0
oar	n.	/ɔːr/	浆，橹	He used an oar to row the boat.	3	2	291
drain	n./v.	/dreɪn/	排去；放水；耗竭	The water went down the drain.	3	3	535
canoe	n.	/kəˈnuː/	独木舟，皮艇，划子	We paddled the canoe down the river.	1	4	0
worst	adj./adv.	/wɜːrst/	最坏的；最坏地	This is the worst movie I've ever seen.	1	5	0
sheet	n.	/ʃiːt/	被单；纸张；薄板	I need a clean sheet for the bed.	1	6	0
eight	num.	/eɪt/	八，八个，第八	I have eight apples.	1	7	0
cubic	adj.	/ˈkjuːbɪk/	立方形的；立方的	The box has a cubic shape.	3	8	2337
imply	v./vt.	/ɪmˈplaɪ/	意味；暗示；暗示，意指	His silence seemed to imply agreement.	3	9	809
hub	n.	/hʌb/	中心	The airport is a major transportation hub.	1	10	0
level	n./adj.	/ˈlevəl/	水平面；水平的	The water level is rising.	1	11	0
nail	n./v.	/neɪl/	钉；指甲	I need a hammer and a nail.	1	12	0
pan	n.	/pæn/	平底锅，盘子	I need a frying pan.	1	13	0
hell	n.	/hel/	地狱；极大的痛苦	It was hell getting through the traffic.	1	14	0
straw	n.	/strɔː/	稻草，麦杆吸管；稻草；麦秆吸管，吸管	I used a straw to drink my juice.	1	15	0
react	v./vi.	/riˈækt/	对……作出反应；起反应；有影响	How did he react to the news?	1	16	0
lab	n.	/læb/	实验室，研究室	I work in a lab.	1	17	0
debt	n.	/det/	债务；债，债务，欠债	He has a lot of debt.	1	18	0
just	adv.	/dʒʌst/	刚才；只是；正好	That's just what I needed.	1	19	0
and	conj.	/ænd/	和，又，并，则	I like cats and dogs.	1	20	0
fox	n.	/fɑːks/	狐狸；狡猾的人	The fox is a clever animal.	1	21	0
copy	n./v.	/ˈkɑːpi/	抄件；抄写，复制	Please make a copy of this document.	1	22	0
canal	n.	/kəˈnæl/	运河；沟渠；管	The boat traveled through the canal.	1	23	0
male	n./adj.	/meɪl/	男的，雄的；男子；男子，雄性动物	He is a male student.	1	24	0
rid	v./vt.	/rɪd/	使摆脱，使去掉；使摆脱，解除…的负担，从…中清除	We need to rid the house of mice.	1	25	0
tense	n./v./adj.	/tens/	时态，时；拉紧的；紧张的	The atmosphere was tense.	1	26	0
strap	n./v./vt.	/stræp/	带子；捆扎；用绷带包扎	Tighten the strap on your backpack.	3	27	1544
span	n./vt.	/spæn/	跨距；一段时间；跨距，一段时间	The bridge has a long span.	3	28	346
fog	n.	/fɒɡ/	雾；烟雾，尘雾；雾，烟雾，尘雾	The fog is very thick today.	1	29	0
firm	n.	/fɜːrm/	商行，商号，公司	The company is a firm believer in quality.	1	30	0
lip	n.	/lɪp/	嘴唇	She has red lipstick on her lips.	1	31	0
bud	n.	/bʌd/	芽，萌芽；蓓蕾	The flower is still a bud.	3	32	269
half	n./adj.	/hæf/	半，一半；一半的	I ate half of the pizza.	1	33	0
name	n./v.	/neɪm/	名字；名誉；说出	What is your name?	1	34	0
goose	n.	/ɡuːs/	鹅，雌鹅	I saw a goose in the park.	1	35	0
plate	n./v.	/pleɪt/	板，片，盘；电镀	I need a plate for my food.	1	36	0
rally	n./v.	/ˈræli/	集合，团结；恢复，重新振作；集会	The team needs to rally to win.	3	37	994
civil	adj.	/ˈsɪvəl/	公民的；文职的；民用的	Please be civil to each other.	1	38	0
any	adj.	/ˈeni/	什么，一些；任何的	Do you have any questions?	1	39	0
surf	v.	/sɜːrf/	冲浪	I like to surf in the summer.	1	40	0
idle	v./adj.	/ˈaɪdl/	空闲的；懒散的；空闲的，懒散的	Don't be idle, do something useful.	1	41	0
shade	n./v.	/ʃeɪd/	阴凉处；荫；遮光物	Let's sit in the shade.	3	42	1794
apple	n.	/ˈæpəl/	苹果，苹果树	I ate an apple.	1	43	0
blow	v.	/bləʊ/	吹，吹动；吹响	The wind began to blow.	1	44	0
asset	n.	/ˈæset/	有价值的人(或物)资产；资产，财产；有价值的特…	Her intelligence is a great asset.	3	45	2879
mill	n./v.	/mɪl/	工厂；磨坊；制造厂	The mill grinds grain into flour.	1	46	0
push	v.	/pʊʃ/	推，逼迫；推	Please push the door open.	1	47	0
cut	v.	/kʌt/	切，割，剪；减少	Be careful not to cut yourself.	1	48	0
whale	n.	/weɪl/	鲸	A whale is a very large mammal.	3	49	2466
dirty	adj.	/ˈdɜːrti/	脏的；下流的	My shirt is dirty.	1	50	0
brave	adj.	/breɪv/	勇敢的，华丽的；勇敢的；华丽的	The brave knight fought the dragon.	1	51	0
dusk	n.	/dʌsk/	薄暮，黄昏，幽暗；薄暮，黄昏；幽暗	We walked home at dusk.	1	52	0
into	prep.	/ˈɪntuː/	进，入；进入到	She walked into the room.	1	53	0
urge	n./v./vt.	/ɜːrdʒ/	推进；催促；冲动	I urge you to reconsider.	3	54	163
quite	adv.	/kwaɪt/	完全；相当；的确	I am quite tired.	1	55	0
elbow	n./vt.	/ˈelboʊ/	肘，肘部；弯管；用肘部，用肘挤	I hurt my elbow.	3	56	2124
gum	n.	/ɡʌm/	牙龈；口香糖；树胶	I like to chew gum.	1	57	0
fee	n.	/fiː/	费，酬金；赏金；费	The entrance fee is $10.	1	58	0
towel	n.	/ˈtaʊəl/	毛巾，手巾	I need a towel after my shower.	1	59	0
bone	n.	/boʊn/	骨，骨骼	The dog buried a bone.	1	60	0
hall	n.	/hɔːl/	门厅；过道；会堂	The meeting is in the main hall.	1	61	0
flush	v.	/flʌʃ/	奔流；(脸)发红	The toilet won't flush.	3	62	1018
ore	n.	/ɔːr/	矿，矿石，矿砂；矿，矿石	Iron ore is used to make steel.	3	63	201
fold	n./v.	/foʊld/	折叠；合拢；褶	Please fold the laundry.	3	64	382
due	adj.	/djuː/	到期的；预期的；应给的	The rent is due on the first of the month.	1	65	0
pond	n.	/pɒnd/	池塘	There are ducks in the pond.	1	66	0
easy	adj.	/ˈiːzi/	容易的；安逸的	This test is easy.	1	67	0
coil	n./v./vt.	/kɔɪl/	(一)卷；线圈；卷	The snake was in a coil.	1	68	0
eagle	n.	/ˈiːɡəl/	鹰	The eagle soared through the sky.	3	69	1047
guilt	n.	/ɡɪlt/	有罪，犯罪行为	He felt a lot of guilt.	3	70	585
sting	n./v./vi.	/stɪŋ/	刺；刺痛；刺，蜇，叮	A bee sting can be painful.	3	71	2449
bow	n./v.	/baʊ/	鞠躬；弓；蝴蝶结	The actor took a bow.	1	72	0
sway	n./v.	/sweɪ/	影响；摇动；摇	The trees sway in the wind.	3	73	97
queue	n./v./vi.	/kjuː/	行列；排队等候；长队，行列	We had to stand in a long queue.	1	74	0
steer	v./vt./vi.	/stɪr/	驾驶；掌舵，驾驶；操纵	He learned to steer a boat.	1	75	0
log	n./vt.	/lɔːɡ/	原木，木料；航海日志；正式记录	The fire needs another log.	3	76	109
video	n./adj.	/ˈvɪdioʊ/	录像的；电视的；录像	I watched a funny video online.	3	77	2265
hare	n.	/her/	野兔	The hare ran quickly across the field.	1	78	0
sour	v./adj.	/ˈsaʊər/	酸的；脾气坏的；馊的，酸味的	This lemon is very sour.	3	79	3
omit	v./vt.	/oʊˈmɪt/	省略，省去；遗漏；省略	Please omit the details.	1	80	0
bind	v./vt.	/baɪnd/	捆绑；包扎；装钉	Please bind these papers together.	1	81	0
liner	n.	/ˈlaɪnər/	班船，班机	She uses eyeliner every day.	3	82	2317
aid	n.	/eɪd/	帮助，救护；助手；帮助	We need to give aid to the victims.	3	83	26
chest	n.	/tʃest/	胸腔，胸膛；箱子	I have a pain in my chest.	1	84	0
fear	n./v.	/fɪər/	害怕；担心	I have a fear of heights.	1	85	0
waken	v.	/ˈweɪkən/	醒来；弄醒；醒来，弄醒	I waken early in the morning.	1	86	0
brim	n.	/brɪm/	边，边缘；帽沿	The cup was filled to the brim.	1	87	0
torch	n.	/tɔːrtʃ/	火炬，火把；手电筒	I need a torch to see in the dark.	1	88	0
shed	n./vt.	/ʃed/	流出；散发；脱落	The dog sheds a lot of hair.	3	89	350
auto	n.	/ˈɔːtoʊ/	(口语)汽车；汽车	My car has auto headlights.	1	90	0
trust	n./v.	/trʌst/	信任；相信；委托	I trust you completely.	1	91	0
ready	adj.	/ˈredi/	准备好的；愿意的	Are you ready to go?	3	92	2956
worm	n.	/wɜːrm/	虫，蠕虫	The worm crawled on the ground.	1	93	0
bid	n./v./vt.	/bɪd/	出价，投标；企图，努力；喊价，出价，投标	I bid on the painting.	3	94	191
track	n./v.	/træk/	跟踪,足迹；行踪；路径	Follow the track.	3	95	1162
beg	vt./vi.	/beɡ/	乞求；请求	Don't beg for money.	1	96	0
final	adj.	/ˈfaɪnəl/	最后的；决定性的	This is the final exam.	1	97	0
ice	n./v.	/aɪs/	冰，冰块；冰镇	The lake is covered in ice.	3	98	131
judge	n.	/dʒʌdʒ/	法官；裁判员	The judge made a fair decision.	1	99	0
corn	n.	/kɔːrn/	谷物；(英)小麦	We had corn for dinner.	1	100	0
score	n./v.	/skɔːr/	得分，比数，成绩；得，给…打分；画线于，做记号于	What was the final score?	3	101	1370
heir	n.	/er/	后嗣，继承人	He is the heir to the throne.	3	102	387
mist	n./v.	/mɪst/	薄雾；蒙上薄雾；模糊	The morning mist was thick.	3	103	352
along	adv./prep.	/əˈlɔːŋ/	沿着；向前	Walk along the street.	1	104	0
catch	v.	/kætʃ/	捉住；赶上；领会	Can you catch the ball?	1	105	0
wheat	n.	/wiːt/	小麦	Bread is made from wheat.	1	106	0
delay	v.	/dɪˈleɪ/	推迟，延期；推迟；耽搁	The flight was delayed due to bad weather.	1	107	0
limb	n.	/lɪm/	肢，臂，翼；树枝；肢，臂，腿	The bird sat on a limb.	3	108	96
bump	n./vi.	/bʌmp/	碰，撞；颠簸着前进；碰撞，猛撞	I felt a bump in the road.	3	109	232
drama	n.	/ˈdrɑːmə/	一出戏剧，剧本；戏剧，剧本；戏剧性事件	She loves watching drama movies.	3	110	2162
music	n.	/ˈmjuːzɪk/	音乐，乐曲，乐谱	I love listening to music.	1	111	0
feast	n.	/fiːst/	盛宴，筵席；节日	We had a big feast.	3	112	441
herd	n./v./vt.	/hɜːrd/	兽群，牧群；放牧	We saw a herd of cows.	3	113	332
door	n.	/dɔːr/	门，通道；一家	Please close the door.	1	114	0
slap	n./vt.	/slæp/	掴，掌击，拍；啪的一声放	He gave the table a slap.	3	115	312
baby	n.	/ˈbeɪbi/	婴儿；孩子气的人	The baby is sleeping.	3	116	214
plain	n./adj.	/pleɪn/	平原；清楚的	She wore a plain dress.	3	117	2721
join	v.	/dʒɔɪn/	参加；连接	Please join us for dinner.	1	118	0
topic	n.	/ˈtɑːpɪk/	题目，论题，话题	That is an interesting topic.	1	119	0
check	n./v.	/tʃek/	检查；制止	Please check your email.	3	120	421
