insert	v./vt.	/ɪnˈsɜːrt/	插入；嵌入；登载	Insert the key into the lock.	3	2001	2360
helpless	adj.	/ˈhelpləs/	无助的；无能的；无法抗拒的	I felt helpless in that situation.	1	2002	0
example	n.	/ɪɡˈzæmpəl/	例子，实例；模范	This is an example sentence.	1	2003	0
tighten	adj.	/ˈtaɪtn/	紧的，紧缩的	Please tighten the screw.	3	2004	2574
improper	adj.	/ɪmˈprɑːpər/	不合适的，不适当的	His behavior was improper.	3	2005	2300
gradual	adj.	/ˈɡrædʒuəl/	逐渐的；渐进的；逐渐的，渐进的	There was a gradual change.	1	2006	0
recharge	v.	/riːˈtʃɑːrdʒ/	再充电	I need to recharge my phone.	1	2007	0
depend	v.	/dɪˈpend/	依靠，依赖；相信	It depends on the weather.	1	2008	0
tasteless	adj.	/ˈteɪstləs/	无味的	The soup was tasteless.	3	2009	781
generator	n.	/ˈdʒenəreɪtər/	发电机；发生者；发生器	We need a generator for backup power.	1	2010	0
treaty	n.	/ˈtriːti/	条约；协议，协定；条约，协议，协定	The two countries signed a peace treaty.	3	2011	1686
engineer	n.	/ˌendʒɪˈnɪr/	工程师，技师	She is a civil engineer.	1	2012	0
submit	v./vt./vi.	/səbˈmɪt/	提交；使服从；服从	Please submit your application by Friday.	3	2013	1595
express	n./v.	/ɪkˈsprɛs/	表示；快车，快递	Please express your opinion.	1	2014	0
German	n./adj.	/ˈdʒɜːrmən/	德国的；德国人	He speaks German fluently.	1	2015	0
catalogue	n./v.	/ˈkætəlɒɡ/	把……编入目录；目录；为…编目录，把…列入目录中	I found it in the catalogue.	3	2016	2382
report	vt./vi.	/rɪˈpɔːrt/	报告；汇报	I need to write a report.	3	2017	2454
replace	v./vt.	/rɪˈpleɪs/	代替；代替，取代；更换，调换	I need to replace the battery.	3	2018	2538
scarcely	adv.	/ˈskersli/	仅仅；几乎不；几乎不，简直不	I scarcely know him.	1	2019	0
weaken	v.	/ˈwiːkən/	减少，减弱；削弱；变弱	The disease can weaken your body.	1	2020	0
commerce	n.	/ˈkɑːmɜːrs/	商业，贸易；社交	The city is a center of commerce.	3	2021	1531
explain	v.	/ɪkˈspleɪn/	解释；为…辩解	Can you explain that to me?	1	2022	0
universe	n.	/ˈjuːnɪvɜːrs/	宇宙，世界；领域，范围	The universe is very big.	3	2023	430
manager	n.	/ˈmænɪdʒər/	经理，管理人	He is the store manager.	1	2024	0
funeral	n.	/ˈfjuːnərəl/	葬礼，丧礼，丧葬	The funeral will be held tomorrow.	1	2025	0
receive	v.	/rɪˈsiːv/	收到；得到；接待	Did you receive my email?	1	2026	0
circulate	v.	/ˈsɜːrkjəleɪt/	使循环；循环；循环，流通	The blood circulates in the body.	1	2027	0
recruit	n./v./vt.	/rɪˈkruːt/	招募，吸收；新兵，新成员；新兵	The company is trying to recruit new employees.	3	2028	1151
balcony	n.	/ˈbælkəni/	阳台；楼厅，楼座	We sat on the balcony.	3	2029	2010
keeper	n.	/ˈkiːpər/	看护人；饲养员	He is the zoo keeper.	1	2030	0
access	n./v./vt.	/ˈækses/	获取；接近，入口；接近	I need access to the internet.	3	2031	2461
velocity	n.	/vəˈlɑːsəti/	速度，速率	The car increased its velocity.	3	2032	1781
chamber	n.	/ˈtʃeɪmbər/	会议室；房间；腔	The meeting was held in the main chamber.	1	2033	0
grocery	n.	/ˈɡroʊsəri/	杂货店；食品杂货店	I need to buy groceries.	3	2034	2345
violence	n.	/ˈvaɪələns/	猛烈，激烈；暴力	Violence is never the answer.	1	2035	0
thorough	adj.	/ˈθʌrə/	彻底的；详尽的；彻底的，详尽的	He did a thorough job.	3	2036	1373
ashamed	adj.	/əˈʃeɪmd/	害羞的；惭愧(的)；羞耻(的)	I am ashamed of my behavior.	1	2037	0
marriage	n.	/ˈmærɪdʒ/	结婚，婚姻；婚礼	Marriage is a big commitment.	1	2038	0
immediate	adj.	/ɪˈmiːdiət/	立即的；直接的	We need an immediate answer.	1	2039	0
defeat	n./v./vt.	/dɪˈfiːt/	战胜，击败；挫败；战胜，挫败	We must defeat them.	3	2040	2086
barrier	n.	/ˈbæriər/	栅栏，屏障；障碍；栅栏	There is a language barrier.	3	2041	1709
applause	n.	/əˈplɔːz/	鼓掌，掌声	The audience gave a loud applause.	3	2042	2589
supreme	adj.	/sʊˈpriːm/	最高的；最大的；最高的，最大的	The Supreme Court is the highest court.	3	2043	1938
chocolate	n.	/ˈtʃɒklət/	巧克力；巧克力糖	I love chocolate.	1	2044	0
dictate	n./v./vt./vi.	/ˈdɪkteɪt/	命令，规定；口授；命令	Don't let others dictate your life.	3	2045	1882
entertain	v./vt.	/ˌentərˈteɪn/	使欢乐；招待；招待，请客	The clown entertained the children.	1	2046	0
civilized	adj.	/ˈsɪvəlaɪzd/	文明的	They live in a civilized society.	1	2047	0
temple	n.	/ˈtempl/	圣堂，神殿，庙宇	We visited a beautiful temple in Kyoto.	1	2048	0
protocol	n.	/ˈproʊtəkɔːl/	礼仪，礼节；草案，议定书	We must follow the protocol.	1	2049	0
retain	v./vt.	/rɪˈteɪn/	保留,留用；保持，保留，保有；保留，保持	Try to retain this information.	3	2050	1297
squeeze	n./v./vt./vi.	/skwiːz/	压，榨；榨，挤；压榨	Squeeze the lemon for juice.	3	2051	461
shortage	n.	/ˈʃɔːrtɪdʒ/	不足，缺少，不足额；不足，缺少	There is a shortage of water.	3	2052	1051
accurate	adj.	/ˈækjərət/	精确的，准确的；准确的，正确无误的	The report is accurate.	3	2053	2135
resolve	n./v.	/rɪˈzɑːlv/	解决，下决心；解决；决心	I resolve to do better.	3	2054	2023
wholly	adv.	/ˈhoʊlli/	完全地，全部；完全地，全部地	I am wholly in agreement.	1	2055	0
disagree	v.	/ˌdɪsəˈɡriː/	有分歧；不一致	I disagree with you.	1	2056	0
consent	n./v./vi.	/kənˈsent/	允许，同意；同意，一致；同意，赞成	You need to get their consent.	3	2057	2139
employ	v.	/ɪmˈplɔɪ/	雇用；用；使忙于	The company will employ more people.	1	2058	0
hopeless	adj.	/ˈhoʊpləs/	没有希望的，绝望的	The situation seems hopeless.	1	2059	0
honour	n.	/ˈɒnər/	光荣；尊敬，敬意	It is an honour to meet you.	1	2060	0
champion	n.	/ˈtʃæmpiən/	冠军，得胜者；捍卫者，拥护者	She is the national champion.	3	2061	469
disease	n.	/dɪˈziːz/	病，疾病；病害；不健全	Cancer is a serious disease.	3	2062	1516
digital	adj.	/ˈdɪdʒɪtl/	数字的，计数的；数字的，数位的	I have a digital camera.	1	2063	0
fortune	n.	/ˈfɔːrtʃən/	命运，运气；财产	He made a fortune in business.	1	2064	0
sponsor	n./v./vt.	/ˈspɑːnsər/	赞助；发起者；发起	The company will sponsor the event.	3	2065	2572
infect	v./vt.	/ɪnˈfekt/	传染；感染；传染，感染	Germs can infect a wound.	3	2066	2620
endurance	n.	/ɪnˈdʊrəns/	耐力	Marathon runners need great endurance.	3	2067	1202
arrange	v.	/əˈreɪndʒ/	把…（系统地）分类；筹备；整理	Can you arrange a meeting for me?	3	2068	1329
sideways	adj./adv.	/ˈsaɪdˌweɪz/	向侧面；斜着，斜向一边地；从一边，向一边	He moved sideways to let me pass.	3	2069	1011
embrace	n./v./vt.	/ɪmˈbreɪs/	拥抱；接受；采纳	They embraced each other warmly.	3	2070	2415
hesitate	v./vi.	/ˈhez.ɪ.teɪt/	犹豫，踌躇；含糊；不情愿	Don't hesitate to ask questions.	3	2071	486
separate	adj.	/ˈsepəreɪt/	分离的；个别的	Please separate the trash.	1	2072	0
absolute	adj.	/ˈæbsəluːt/	绝对的；纯粹的；十足的，地道的	That's an absolute lie.	1	2073	0
clearly	adv.	/ˈklɪrli/	明白地，清晰地	I can hear you clearly.	1	2074	0
plague	v.	/pleɪɡ/	使困扰	The plague spread quickly.	3	2075	2008
feeling	n.	/ˈfiːlɪŋ/	感情；感觉，知觉	I have a bad feeling about this.	1	2076	0
reality	n.	/riˈæləti/	现实；真实；现实，实际	Welcome to reality.	1	2077	0
audience	n.	/ˈɔːdiəns/	听众，观众，读者	The audience applauded loudly.	3	2078	478
minute	n.	/ˈmɪnɪt/	分，分钟；一会儿	Wait a minute, please.	1	2079	0
massive	adj.	/ˈmæsɪv/	巨大的大量的；大的，大而重的；大块的	That's a massive building.	3	2080	1295
casual	adj.	/ˈkæʒuəl/	偶然的，随便的；偶然的；随便的	I prefer to wear casual clothes.	3	2081	2647
appetite	n.	/ˈæpɪtaɪt/	欲望,胃口；食欲，胃口；欲望	I have a big appetite.	1	2082	0
preceding	adj.	/prɪˈsiːdɪŋ/	在前的；在先的；在前的，在先的，前面的	Read the preceding chapter.	1	2083	0
frequency	n.	/ˈfriːkwənsi/	屡次；次数；频率	The frequency of the bus is high.	3	2084	2389
European	n./adj.	/ˌjʊərəˈpiːən/	欧洲的；欧洲人	She is a European citizen.	1	2085	0
advocate	n./v./vt.	/ˈædvəkət/	倡导；拥护，提倡，主张；拥护者，提倡者	He is an advocate for human rights.	3	2086	2316
wooden	adj.	/ˈwʊdn/	木制的；呆板的	The table is made of wooden planks.	1	2087	0
market	n.	/ˈmɑːrkɪt/	市场；集市；销路	I went to the market to buy food.	3	2088	1797
