coastal	adj.	/ˈkoʊstl/	海滨的	We visited a coastal town last summer.	2	0	2001
mosque	n.	/mɒsk/	清真寺	We visited a beautiful mosque.	2	0	2002
crack	v.	/kræk/	发出爆裂声	There is a crack in the wall.	3	193	2003
dedicate	v./vt.	/ˈdedɪkeɪt/	奉献；献身；题献词于上	I want to dedicate this song to my mother.	2	0	2004
tract	n.	/trækt/	传单，小册子；大片	This is a large tract of land.	2	0	2005
decency	n.	/ˈdiːsənsi/	得体；宽容，大方；正派，合乎礼仪，体面	Show some decency and apologize.	2	0	2006
upgrade	n./v./vt.	/ˌʌpˈɡreɪd/	升级；提升，使升级；向上的斜坡	I want to upgrade my phone.	2	0	2007
plague	n./vt.	/pleɪɡ/	瘟疫；鼠疫（尤指腺鼠疫）；瘟疫，鼠疫	The plague killed many people.	3	2075	2008
facility	n.	/fəˈsɪləti/	设施	The school has good facilities.	3	2763	2009
balcony	n.	/ˈbælkəni/	阳台；楼厅，楼座	We sat on the balcony.	3	2029	2010
promote	v./vt.	/prəˈmoʊt/	促进；促进，增进，发扬；提升	They want to promote the product.	3	2889	2011
coffin	n.	/ˈkɔːfɪn/	棺材，灵柩	The body was placed in a coffin.	2	0	2012
medium	n./adj.	/ˈmiːdiəm/	中等的；媒质，媒介物；传导体	Oil paint is a popular medium.	3	2817	2013
interview	v.	/ˈɪntərvjuː/	接见，会见，会谈	I have a job interview tomorrow.	3	3304	2014
squad	n.	/skwɒd/	班，小队，小组	The police squad arrived quickly.	2	0	2015
symposium	n.	/sɪmˈpoʊziəm/	座谈会；讨论会，专题报告会；专题论文集	The symposium discussed climate change.	2	0	2016
groove	n.	/ɡruːv/	槽；沟，槽	The record has a deep groove.	2	0	2017
repel	v./vt.	/rɪˈpɛl/	使厌恶；拒绝；击退，逐回，驱除	The spray will repel mosquitoes.	2	0	2018
refresh	v.	/rɪˈfreʃ/	振作精神，恢复活力	I need to refresh my memory.	3	2456	2019
delegate	n.	/ˈdelɪɡeɪt/	代表，委员，特派员	We will delegate tasks to the team.	3	3659	2020
